train,valid,test
5.004725456237793,4.124799728393555,4.167488257090251
3.8744666046566434,3.56782865524292,3.6172452767690024
3.5730030271742077,3.3569382429122925,3.407907406489054
3.3876476022932263,3.2046419382095337,3.251833518346151
3.2541380988226996,3.0943866968154907,3.1372177600860596
3.1516067451900907,3.0168871879577637,3.0575972398122153
3.0579162173800998,2.9528828859329224,2.9920883973439536
2.9685304164886475,2.902188301086426,2.9413187503814697
2.903617779413859,2.857513189315796,2.902734915415446
2.8267758422427707,2.790392518043518,2.85146697362264
2.7639242013295493,2.7532734870910645,2.804570039113363
2.6986387040879993,2.762701392173767,2.8215179443359375
2.631170219845242,2.7253270149230957,2.7653183142344155
2.575316376156277,2.70839524269104,2.7535579999287925
2.508181439505683,2.683195471763611,2.7204713026682534
2.4556808471679688,2.63742196559906,2.694595734278361
2.3738741874694824,2.627346158027649,2.683142105738322
2.303028662999471,2.570779800415039,2.6306689580281577
2.2213591204749212,2.5941648483276367,2.641112724939982
2.148251043425666,2.567502498626709,2.6493453979492188
2.0838014284769693,2.52957820892334,2.6098546981811523
1.991534431775411,2.4951095581054688,2.5717695554097495
1.9188110033671062,2.5334917306900024,2.623481829961141
1.8468038241068523,2.4681339263916016,2.553699254989624
1.7732918394936457,2.4868205785751343,2.5851802031199136
1.690760268105401,2.439475655555725,2.548015912373861
1.6555407047271729,2.432130455970764,2.539421876271566
1.6338252888785467,2.444456934928894,2.5394349892934165
1.62609154648251,2.4281405210494995,2.538505474726359
1.6153748565249972,2.444509506225586,2.5447781880696616
1.5998196336958144,2.430743932723999,2.5542030334472656
1.5947065618303087,2.4606359004974365,2.5535755157470703
1.576586855782403,2.4498571157455444,2.5588258107503257
1.546159691280789,2.4736407995224,2.5661071141560874
1.5521514680650499,2.469944953918457,2.56797726949056
1.5510860681533813,2.461551547050476,2.5741827487945557
1.5418318377600775,2.469115972518921,2.59198260307312
1.53073251247406,2.4714653491973877,2.5997280279795327
1.5151765478981867,2.474531888961792,2.602242867151896
1.4993442959255643,2.502052068710327,2.6125317414601645
1.4985546668370564,2.493088126182556,2.607897996902466
1.4976800547705755,2.491443395614624,2.6149783929189048
1.4760317934883966,2.491227388381958,2.61246395111084
1.4677668280071683,2.510457754135132,2.611519734064738
1.458400461408827,2.4969613552093506,2.626335859298706
1.4502071009741888,2.514506220817566,2.6382741133371987
1.438198725382487,2.5126802921295166,2.6417952378590903
1.4362183809280396,2.5238382816314697,2.6455911000569663
1.4257845613691542,2.5075148344039917,2.6487491130828857
1.413724422454834,2.520752429962158,2.6445499261220298
