train,valid,test
3.5417102111710443,2.9531218138608066,2.9678926127297536
2.815723694033093,2.613768534226851,2.6465693541935513
2.4828944504261017,2.2257819825952705,2.269623625846136
2.1542052080233893,1.9497211521322078,1.9971118654523576
1.9158207757605448,1.7717235521836714,1.8137035029275077
1.7497228615813785,1.6458971717140891,1.689120196160816
1.6186075425810285,1.5610537420619617,1.6012375922430129
1.5105741802189085,1.5075685652819546,1.5534885213488625
1.4323356399933498,1.4716743447563865,1.5124145859763736
1.3628995832469728,1.4344070933081887,1.4785782382601784
1.2979533357752695,1.4175487539984963,1.4601764224824452
1.2336436915728781,1.3967542431571267,1.441958677201044
1.1827657115128305,1.3813812028278003,1.4247780442237854
1.1285633544127147,1.3861882144754583,1.4267094333966572
1.075689311656687,1.3859117735515942,1.429902712504069
1.0260507067044575,1.3819545995105396,1.4241188679422652
0.9803033992648125,1.393960107456554,1.436339015052432
0.9406808747185601,1.4159581823782488,1.452374762012845
0.8929869996176826,1.397259685126218,1.436195589247204
0.8540938297907511,1.429904666813937,1.469775188536871
