train,valid,test
5.040210141075982,4.122641563415527,4.322364489237468
3.279808653725518,3.9849942922592163,4.174318154652913
2.746466530693902,3.0272825956344604,3.165264368057251
2.1567375659942627,2.8195152282714844,2.9621127446492515
2.057767629623413,2.9075533151626587,3.077852249145508
2.005269765853882,2.7894933223724365,2.94317897160848
1.9756449725892808,2.8336092233657837,2.9968016942342124
1.965180132124159,2.794052839279175,2.9365644454956055
1.9470212327109442,2.803684115409851,2.9549643993377686
1.9197051127751668,2.790717840194702,2.944472074508667
1.9163714249928792,2.815284490585327,2.962991793950399
1.9143705368041992,2.806776285171509,2.9506003061930337
1.8872421847449408,2.798957347869873,2.946206569671631
1.878926118214925,2.797737956047058,2.9578706423441568
1.8756381008360121,2.7862277030944824,2.943106492360433
1.8820353878868952,2.800804018974304,2.9700949986775718
1.8645256227917142,2.7901153564453125,2.941536029179891
1.8580917119979858,2.7984209060668945,2.944996198018392
1.8536315626568265,2.798524498939514,2.9406676292419434
1.843671653005812,2.7996573448181152,2.9563297430674234
1.8351233535342746,2.8028484582901,2.94853138923645
1.828353484471639,2.789880633354187,2.9522864818573
1.8212522798114352,2.788404107093811,2.9389472802480063
1.8129924005932279,2.7840452194213867,2.938863515853882
1.8094260560141668,2.7869715690612793,2.9563271204630532
1.7955406109491985,2.801328659057617,2.9509257475535073
1.7916329171922472,2.7916163206100464,2.965513070424398
1.7925254371431139,2.7883137464523315,2.9625073273976645
1.8049938943650987,2.807205319404602,2.9498745600382485
1.7915322515699599,2.7871334552764893,2.9534305731455484
1.7938838005065918,2.7966232299804688,2.941616694132487
1.7971869442198012,2.8018369674682617,2.9507833321889243
1.8013077709409926,2.7994260787963867,2.9591434001922607
1.7876323991351657,2.7911629676818848,2.9587576389312744
1.783154010772705,2.8026400804519653,2.951293389002482
1.788085526890225,2.786617159843445,2.9539308547973633
1.7955231666564941,2.8094693422317505,2.946693499883016
1.7772414816750421,2.7980211973190308,2.9449172814687095
1.7888881497912936,2.778235912322998,2.944821278254191
1.7811322344674005,2.8066073656082153,2.9508117039998374
1.7859962516360812,2.7916829586029053,2.9568727016448975
1.7870754533343844,2.7895694971084595,2.952008088429769
1.7884735663731892,2.8061338663101196,2.949227968851725
1.7795021666420832,2.802338719367981,2.9465028444925943
1.7752252949608698,2.810334086418152,2.9601516723632812
1.7866669628355238,2.7972809076309204,2.949979543685913
1.7728034522798326,2.800657868385315,2.9597971439361572
1.7746770117017958,2.8116672039031982,2.9536616802215576
1.7839373615052965,2.812394857406616,2.9466304779052734
1.769385404056973,2.795739769935608,2.9555609226226807
