train,valid,test
1.443217792444759,1.624196009202437,1.6731274582090832
1.3279077029890485,1.6013605161146685,1.6499104556583224
1.296802772416009,1.585428855635903,1.6361869460060483
1.2703061650196712,1.5735925869508223,1.6223367339088803
1.251302765475379,1.5653659430417148,1.6151581889107114
1.2311924687690206,1.558641487901861,1.6076074441274006
1.2105327861176596,1.547670071775263,1.5944788342430478
1.1931120529770851,1.5393765406175093,1.5863696620577858
1.172908044523663,1.5271102406761863,1.5710745595750355
1.1547035814987288,1.5248020020398227,1.5705091215315319
1.1405626469188266,1.5144243348728528,1.5623902252742223
1.1231223452422354,1.5099040811712092,1.5561718486604237
1.106251051856412,1.5081450180573897,1.553355648404076
1.0931871227092214,1.5050632411783391,1.54916170665196
1.0795305975609355,1.4983397722244263,1.5461420218149822
1.0675386504994497,1.4947354793548584,1.5408366180601574
1.0511252135038376,1.4962047663601963,1.542660259065174
1.0451546261707942,1.4963462894613093,1.5445108981359572
1.029251450465785,1.4852004918185147,1.5305140359061105
1.0191403784685664,1.4913199056278577,1.5383246342341106
